pid,first_name,last_name,position,birth_date
8478367,Cole,Bardreau,C,1993-07-22
8478373,Nikita,Soshnikov,R,1993-10-14
8478396,Noah,Hanifin,D,1997-01-25
8478397,Rasmus,Andersson,D,1996-10-27
8478398,Kyle,Connor,L,1996-12-09
8478399,Jonas,Siegenthaler,D,1997-05-06
8478400,Colin,White,C,1997-01-30
8478401,Pavel,Zacha,C,1997-04-06
8478402,Connor,McDavid,C,1997-01-13
8478403,Jack,Eichel,C,1996-10-28
8478406,Mackenzie,Blackwood,G,1996-12-09
8478407,Vince,Dunn,D,1996-10-29
8478408,Travis,Dermott,D,1996-12-22
8478409,Anthony,Richard,C,1996-12-20
8478413,Jordan,Greenway,L,1997-02-16
8478414,Timo,Meier,R,1996-10-08
8478415,Jakub,Zboril,D,1997-02-21
8478416,Erik,Cernak,D,1997-05-28
8478420,Mikko,Rantanen,R,1996-10-29
8478421,A.J.,Greer,L,1996-12-14
8478424,Jansen,Harkins,C,1997-05-23
8478425,Brendan,Guhle,D,1997-07-29
8478427,Sebastian,Aho,C,1997-07-26
8478430,Oliver,Kylington,D,1997-05-19
8478431,Evgeny,Svechnikov,L,1996-10-31
8478432,Christian,Fischer,R,1997-04-15
8478433,Felix,Sandstrom,G,1997-01-12
8478434,Keegan,Kolesar,R,1997-04-08
8478435,Dan,Vladar,G,1997-08-20
8478438,Tommy,Novak,C,1997-04-28
8478439,Travis,Konecny,R,1997-03-11
8478440,Dylan,Strome,C,1997-03-07
8478442,Cooper,Marody,C,1996-12-20
8478443,Brandon,Carlo,D,1996-11-26
8478444,Brock,Boeser,R,1997-02-25
8478445,Mathew,Barzal,C,1997-05-26
8478446,Glenn,Gawdin,C,1997-03-25
8478447,Nick,Merkley,R,1997-05-23
8478449,Roope,Hintz,C,1996-11-17
8478450,Parker,Wotherspoon,D,1997-08-24
8478451,Ethan,Bear,D,1997-06-26
8478452,Caleb,Jones,D,1997-06-06
8478454,Noah,Juulsen,D,1997-04-02
8478455,Austin,Wagner,L,1997-06-23
8478458,Jack,Roslovic,C,1997-01-29
8478460,Zach,Werenski,D,1997-07-19
8478462,Nicolas,Roy,C,1997-02-05
8478463,Anthony,Beauvillier,R,1997-06-08
8478465,Guillaume,Brisebois,D,1997-07-21
8478466,Daniel,Sprong,R,1997-03-17
8478467,Nicolas,Meloche,D,1997-07-18
8478468,Jeremy,Lauzon,D,1997-04-28
8478469,Thomas,Chabot,D,1997-01-30
8478470,Samuel,Montembeault,G,1996-10-30
8478472,Mathieu,Joseph,R,1997-02-09
8478474,Lawson,Crouse,L,1997-06-23
8478476,Kyle,Capobianco,D,1997-08-13
8478477,Mitchell,Stephens,C,1997-02-05
8478480,Blake,Speers,C,1997-01-02
8478483,Mitch,Marner,R,1997-05-05
8478485,Zach,Senyshyn,R,1997-03-30
8478486,Chase,Pearson,C,1997-08-23
8478491,Jacob,Larsson,D,1997-04-29
8478492,Ilya,Samsonov,G,1997-02-22
8478493,Joel,Eriksson Ek,C,1997-01-29
8478495,Denis,Gurianov,R,1997-06-07
8478498,Jake,DeBrusk,L,1996-10-17
8478499,Adin,Hill,G,1996-05-11
8478500,Ivan,Provorov,D,1997-01-13
8478502,Dennis,Gilbert,D,1996-10-30
8478506,Gabriel,Carlsson,D,1997-01-02
8478507,John,Marino,D,1997-05-21
8478508,Yakov,Trenin,C,1997-01-13
8478512,Austin,Czarnik,C,1992-12-12
8478519,Anthony,Cirelli,C,1997-07-15
8478528,Tanner,Kero,C,1992-07-24
8478542,Evan,Rodrigues,C,1993-07-28
8478550,Artemi,Panarin,L,1991-10-30
8478567,Dean,Kukan,D,1993-07-08
8478569,Noel,Acciari,C,1991-12-01
8478585,Derek,Ryan,C,1986-12-29
8478831,Kevin,Stenlund,C,1996-09-20
8478838,Lukas,Vejdemo,C,1996-01-25
8478840,Will,Borgen,D,1996-12-19
8478841,Colton,White,D,1997-05-03
8478843,Denis,Malgin,C,1997-01-18
8478846,Christian,Wolanin,D,1995-03-17
8478848,Ales,Stezka,G,1997-01-06
8478851,Alexandre,Carrier,D,1996-10-08
8478854,Ryan,Shea,D,1997-02-11
8478856,Conor,Garland,R,1996-03-11
8478859,Niko,Mikkola,D,1996-04-27
8478864,Kirill,Kaprizov,L,1997-04-26
8478866,Dominik,Simon,C,1994-08-08
8478868,Christian,Jaros,D,1996-04-02
8478870,Rudolfs,Balcers,L,1997-04-08
8478872,Karel,Vejmelka,G,1996-05-25
8478873,Troy,Terry,R,1997-09-10
8478874,Adam,Gaudette,R,1996-10-03
8478881,Brett,Seney,L,1996-02-28
8478882,Vladislav,Gavrikov,D,1995-11-21
8478888,Cameron,Hughes,C,1996-10-09
8478891,Mason,Appleton,C,1996-01-15
8478902,Erik,Kallgren,G,1996-10-14
8478903,Adam,Huska,G,1997-05-12
8478904,Steven,Lorentz,C,1996-04-13
8478905,Ivan,Fedotov,G,1996-11-28
8478906,Markus,Nutivaara,D,1994-06-06
8478911,Matt,Roy,D,1995-03-01
8478915,Sami,Niku,D,1996-10-10
8478916,Joey,Daccord,G,1996-08-19
8478933,Michael,McNiven,G,1997-07-09
8478949,Kole,Sherwood,R,1997-01-22
8478956,Samuel,Laberge,L,1997-04-10
8478965,Kenneth,Appleby,G,1995-04-10
8478967,Lane,Pederson,C,1997-08-04
8478970,Jalen,Chatfield,D,1996-05-15
8478971,Connor,Ingram,G,1997-03-31
8478975,Mason,Marchment,L,1995-06-18
8478996,Adam,Brooks,C,1996-05-06
8479022,Rodrigo,Abols,C,1996-01-05
8479026,Philippe,Myers,D,1997-01-25
8479066,Ryan,Lomberg,L,1994-12-09
8479193,Casey,DeSmith,G,1991-08-13
8479249,Andrew,Poturalski,C,1994-01-14
8479252,Dan,Renouf,D,1994-06-01
8479289,Ethan,Prow,D,1992-11-17
8479291,Kevin,Rooney,C,1993-05-21
8479292,Charlie,Lindgren,G,1993-12-18
8479293,Brandon,Tanev,L,1991-12-31
8479304,Kyle,Criscuolo,C,1992-05-05
8479312,Alex,Lyon,G,1992-12-09
8479313,Zach,Sawchenko,G,1997-12-30
8479314,Matthew,Tkachuk,L,1997-12-11
8479315,Joey,Anderson,R,1998-06-19
8479316,Luke,Kunin,C,1997-12-04
8479318,Auston,Matthews,C,1997-09-17
8479320,Maxime,Lajoie,D,1997-11-05
8479321,Lucas,Johansen,D,1997-11-16
8479322,Wade,Allison,R,1997-10-14
8479323,Adam,Fox,D,1998-02-17
8479324,Ryan,Lindgren,D,1998-02-11
8479325,Charlie,McAvoy,D,1997-12-21
8479328,Julien,Gauthier,R,1997-10-15
8479329,Frederic,Allard,D,1997-12-27
8479330,Brandon,Gignac,C,1997-11-07
8479333,Libor,Hajek,D,1998-02-04
8479335,Rasmus,Asplund,C,1997-12-03
8479336,Carl,Grundstrom,R,1997-12-01
8479337,Alex,DeBrincat,R,1997-12-18
8479338,Markus,Niemelainen,D,1998-06-08
8479339,Patrik,Laine,R,1998-04-19
8479341,Cam,Dineen,D,1998-06-19
8479343,Clayton,Keller,R,1998-07-29
8479344,Jesse,Puljujarvi,R,1998-05-07
8479345,Jakob,Chychrun,D,1998-03-31
8479346,Dillon,Dube,C,1998-07-20
8479347,Tyler,Benson,L,1998-03-15
8479348,Kale,Clague,D,1998-06-05
8479351,Sam,Steel,C,1998-02-03
8479353,Brett,Howden,C,1998-03-29
8479355,Olli,Juolevi,D,1998-05-05
8479356,Kieffer,Bellows,L,1998-06-10
8479359,Beck,Malenstyn,L,1998-02-04
8479361,Joseph,Woll,G,1998-07-12
8479362,Riley,Tufte,L,1998-04-10
8479364,Tim,Gettinger,L,1998-04-14
8479365,Trent,Frederic,C,1998-02-11
8479366,Logan,Brown,C,1998-03-05
8479367,William,Lockwood,R,1998-06-20
8479368,Max,Jones,L,1998-02-17
8479369,Andrew,Peeke,D,1998-03-17
8479370,Tyson,Jost,C,1998-03-14
8479371,Dante,Fabbro,D,1998-06-20
8479372,Joshua,Mahura,D,1998-05-05
8479373,Jonathan,Dahlen,C,1997-12-20
8479375,William,Bitten,C,1998-07-10
8479376,Victor,Mete,D,1998-06-07
8479378,Logan,Stanley,D,1998-05-26
8479379,Givani,Smith,R,1998-02-27
8479380,Dylan,Wells,G,1998-01-03
8479382,Connor,Bunnaman,C,1998-04-16
8479383,Boris,Katchouk,L,1998-06-18
8479385,Jordan,Kyrou,R,1998-05-05
8479387,Keaton,Middleton,D,1998-02-10
8479388,Riley,Stillman,D,1998-03-09
8479390,Taylor,Raddysh,R,1998-02-18
8479393,Noah,Gregor,L,1998-07-28
8479394,Carter,Hart,G,1998-08-13
8479395,Dennis,Cholowski,D,1998-02-15
8479398,Samuel,Girard,D,1998-05-12
8479400,Pierre-Luc,Dubois,C,1998-06-24
8479402,Jake,Bean,D,1998-06-09
8479404,Henrik,Borgstrom,C,1997-08-06
8479406,Filip,Gustavsson,G,1998-06-07
8479407,Jesper,Bratt,L,1998-07-30
8479410,Mikhail,Sergachev,D,1998-06-25
8479413,Sean,Day,D,1998-01-09
8479414,Nathan,Bastian,R,1997-12-06
8479415,Michael,McLeod,C,1998-02-03
8479419,Brett,Murray,L,1998-07-20
8479420,Tage,Thompson,C,1997-10-30
8479421,Jacob,Moverare,D,1998-08-31
8479423,Alex,Nylander,L,1998-03-02
8479425,Filip,Hronek,D,1997-11-02
8479439,Jacob,MacDonald,D,1993-02-26
8479442,Troy,Stecher,D,1994-04-07
8479447,Anthony,Greco,R,1993-09-30
8479458,Nikita,Zaitsev,D,1991-10-29
8479465,Drake,Caggiula,L,1994-06-20
8479482,Michal,Kempny,D,1990-09-08
8479496,David,Rittich,G,1992-08-19
8479511,Janne,Kuokkanen,C,1998-05-25
8479512,Kasper,Bjorkqvist,R,1997-07-10
8479514,Rem,Pitlick,C,1997-04-02
8479516,Garrett,Pilon,C,1998-04-13
8479518,Fredrik,Karlstrom,C,1998-01-12
8479520,Brandon,Duhaime,L,1997-05-22
8479522,Hardy,Haman Aktell,D,1998-07-04
8479523,Lucas,Carlsson,D,1997-07-05
8479525,Ross,Colton,C,1996-09-11
8479526,Otto,Koivula,L,1998-09-01
8479533,Joona,Koppanen,L,1998-02-25
8479534,Linus,Hogberg,D,1998-09-04
8479536,Axel,Jonsson-Fjallby,L,1998-02-10
8479542,Brandon,Hagel,L,1998-08-27
8479543,Michael,Pezzetta,L,1998-03-13
8479546,Oskar,Steen,C,1998-03-09
8479547,Matthew,Phillips,R,1998-04-06
8479550,Tanner,Laczynski,C,1997-06-01
8479553,Maxim,Mamin,C,1995-01-13
8479573,Mikhail,Maltsev,L,1998-03-12
8479576,Vincent,Desharnais,D,1996-05-29
8479578,Casey,Fitzgerald,D,1997-02-25
8479580,Dylan,Gambrell,C,1996-08-26
8479581,Jack,LaFontaine,G,1998-01-06
8479587,Rhett,Gardner,C,1996-02-28
8479591,Michael,Eyssimont,C,1996-09-09
8479594,Nathan,Clurman,D,1998-05-08
8479597,Chase,Priskie,D,1996-03-19
8479602,Jeremy,Davies,D,1996-12-04
8479619,Michael,Carcone,L,1996-05-19
8479638,Justin,Brazeau,R,1998-02-02
8479639,Dylan,Coghlan,D,1998-02-19
8479644,Matt,Luff,R,1997-05-05
8479661,Tanner,Jeannot,L,1997-05-29
8479671,Mathieu,Olivier,R,1997-02-11
8479675,Trevor,Moore,L,1995-03-31
8479705,Jeffrey,Viel,L,1997-01-28
8479718,Alex,Barré-Boulet,C,1997-05-21
8479729,Kristians,Rubins,D,1997-12-11
8479746,Tye,Felhaber,L,1998-08-05
8479772,Zack,MacEwen,R,1996-07-08
8479933,Gerry,Mayhew,C,1992-12-31
8479941,Justin,Danforth,R,1993-03-15
8479942,Dominik,Shine,R,1993-04-18
8479944,Zachary,Aston-Reese,L,1994-08-10
8479945,Gavin,Bayreuther,D,1994-05-12
8479968,Vinni,Lettieri,C,1995-02-06
8479972,Mason,Shaw,C,1998-11-03
8479973,Stuart,Skinner,G,1998-11-01
8479974,Nolan,Patrick,C,1998-09-19
8479976,Juuso,Välimäki,D,1998-10-06
8479977,Kailer,Yamamoto,R,1998-09-29
8479979,Jake,Oettinger,G,1998-12-18
8479980,Nicolas,Hague,D,1998-12-05
8479981,Jonah,Gadjovich,L,1998-10-12
8479982,Conor,Timmins,D,1998-09-18
8479983,Mario,Ferraro,D,1998-09-17
8479984,Cal,Foote,D,1998-12-13
8479985,Cale,Fleury,D,1998-11-19
8479986,Kole,Lind,R,1998-10-16
8479987,Morgan,Geekie,C,1998-07-20
8479991,Jake,Leschyshyn,C,1999-03-10
8479992,Michael,Rasmussen,C,1999-04-17
8479994,Jaret,Anderson-Dolan,C,1999-09-12
8479996,Cody,Glass,C,1999-04-01
8479998,Mikey,Anderson,D,1999-05-25
8479999,Casey,Mittelstadt,C,1998-11-22
8480001,Urho,Vaakanainen,D,1999-01-01
8480002,Nico,Hischier,C,1999-01-04
8480003,Jesper,Boqvist,C,1998-10-30
8480005,Kristian,Vesalainen,L,1999-06-01
8480007,Jonas,Rondbjerg,R,1999-03-31
8480008,Adam,Ruzicka,C,1999-05-11
8480009,Eeli,Tolvanen,R,1999-04-22
8480011,Klim,Kostin,C,1999-05-05
8480012,Elias,Pettersson,C,1998-11-12
8480014,Gabriel,Vilardi,C,1999-08-16
8480015,Owen,Tippett,R,1999-02-16
8480018,Nick,Suzuki,C,1999-08-10
8480019,Isaac,Ratcliffe,L,1999-02-15
8480021,Jack,Studnicka,C,1999-02-18
8480022,Michael,DiPietro,G,1999-06-09
8480023,Robert,Thomas,C,1999-07-02
8480025,MacKenzie,Entwistle,R,1999-07-14
8480027,Jason,Robertson,L,1999-07-22
8480028,Morgan,Frost,C,1999-05-14
8480029,Alex,Formenton,L,1999-09-13
8480031,Maxime,Comtois,L,1999-01-08
8480032,Shane,Bowers,C,1999-07-30
8480034,Joel,Teasdale,L,1999-03-11
8480035,Henri,Jokiharju,D,1999-06-17
8480036,Miro,Heiskanen,D,1999-07-18
8480037,Aleksi,Heponiemi,C,1999-01-09
8480039,Martin,Necas,C,1999-01-15
8480041,Dmitri,Samorukov,D,1999-06-16
8480042,Olle,Eriksson Ek,G,1999-06-22
8480043,Timothy,Liljegren,D,1999-04-30
8480045,Ukko-Pekka,Luukkonen,G,1999-03-09
8480049,Dylan,Samberg,D,1999-01-24
8480051,Cayden,Primeau,G,1999-08-11
8480053,Sasha,Chmelevski,C,1999-06-09
8480054,Reilly,Walsh,D,1999-04-21
8480056,Jack,Rathbone,D,1999-05-20
8480058,Pierre-Olivier,Joseph,D,1999-07-01
8480060,Scott,Reedy,C,1999-04-04
8480064,Josh,Norris,C,1999-05-05
8480068,Ryan,Poehling,C,1999-01-03
8480069,Cale,Makar,D,1998-10-30
8480070,Ian,Mitchell,D,1999-01-18
8480071,Robin,Salo,D,1998-10-13
8480072,Lias,Andersson,C,1998-10-13
8480073,Erik,Brannstrom,D,1999-09-02
8480074,Alexandre,Texier,L,1999-09-13
8480075,Cameron,Crotty,D,1999-05-05
8480078,Filip,Chytil,C,1999-09-05
8480083,C.J.,Smith,L,1994-12-01
8480084,Nick,DeSimone,D,1994-11-21
8480087,Mike,Vecchione,R,1993-02-25
8480113,Alex,Iafallo,L,1993-12-21
8480144,David,Kampf,C,1995-01-12
8480145,Neal,Pionk,D,1995-07-29
8480157,Calle,Rosen,D,1994-02-02
8480160,Radim,Simek,D,1992-09-20
8480172,Jan,Rutta,D,1990-07-29
8480184,Gustav,Lindstrom,D,1998-10-20
8480185,Eetu,Luostarinen,C,1998-09-02
8480188,Fabian,Zetterlund,L,1999-08-25
8480191,Matt,Villalta,G,1999-06-03
8480192,Johnathan,Kovacevic,D,1997-07-12
8480193,Daniil,Tarasov,G,1999-03-27
8480196,Jacob,Bryson,D,1997-11-18
8480199,Eetu,Makiniemi,G,1999-04-19
8480205,Emil,Bemstrom,C,1999-06-01
8480208,Drake,Batherson,R,1998-04-27
8480216,Jacob,Peterson,C,1999-07-19
8480220,Noah,Cates,L,1999-02-05
8480222,Sebastian,Aho,D,1996-02-17
8480226,Marián,Studenic,R,1998-10-28
8480231,Jakub,Galvas,D,1999-06-15
8480238,Jiri,Patera,G,1999-02-24
8480242,Arnaud,Durandeau,L,1999-01-14
8480245,Olle,Lycksell,R,1999-08-24
8480246,Nick,Perbix,D,1998-06-15
8480252,Cole,Guttman,C,1999-04-06
8480259,Ben,Jones,C,1999-02-26
8480263,Dylan,Ferguson,G,1998-09-20
8480267,Sammy,Walker,C,1999-06-07
8480274,Philip,Kemp,D,1999-02-12
8480275,Nick,Swaney,R,1997-09-09
8480280,Jeremy,Swayman,G,1998-11-24
8480281,Alexey,Toropchenko,R,1999-06-25
8480289,Morgan,Barron,C,1998-12-02
8480291,Skyler,Brind'Amour,C,1999-07-27
8480292,Carson,Meyer,R,1997-08-18
8480293,Wyatt,Kalynuk,D,1997-04-14
8480304,Jayden,Halbgewachs,L,1997-03-22
8480306,Grant,Hutton,D,1995-07-25
8480313,Logan,Thompson,G,1997-02-25
8480326,Sheldon,Dries,C,1994-04-23
8480328,David,Gust,R,1994-02-21
8480336,Sean,Walker,D,1994-11-13
8480355,Mark,Kastelic,C,1999-03-11
8480373,Josef,Korenar,G,1998-01-31
8480382,Alexandar,Georgiev,G,1996-02-10
8480384,Alexander,True,C,1997-07-17
8480420,Collin,Delia,G,1994-06-20
8480426,Charle-Edouard,D'Astous,D,1998-04-21
8480434,Sean,Durzi,D,1998-10-21
8480439,Mac,Hollowell,D,1998-09-26
8480441,Trey,Fix-Wolansky,R,1999-05-26
8480443,Kristian,Reichel,C,1998-06-11
8480448,Parker,Kelly,C,1999-05-14
8480459,Pius,Suter,C,1996-05-24
8480466,Joey,Keane,D,1999-07-02
8480467,Austin,Strand,D,1997-02-17
8480468,James,Hamblin,L,1999-04-27
8480591,Thomas,Hodges,G,1994-07-25
8480727,Zach,Whitecloud,D,1996-11-28
8480748,Kiefer,Sherwood,L,1995-03-31
8480762,Eric,Robinson,L,1995-06-14
8480776,Sheldon,Rempal,R,1995-08-07
8480789,Oliver,Wahlstrom,R,2000-06-13
8480796,Martin,Fehérváry,D,1999-10-06
8480797,Joel,Farabee,L,2000-02-25
8480798,Philipp,Kurashev,C,1999-10-12
8480800,Quinn,Hughes,D,1999-10-14
8480801,Brady,Tkachuk,L,1999-09-16
8480802,Ryan,McLeod,C,1999-09-21
8480803,Evan,Bouchard,D,1999-10-20
8480806,Isac,Lundeström,C,1999-11-06
8480807,Mattias,Samuelsson,D,2000-03-14
8480813,Joe,Veleno,C,2000-01-13
8480814,Nicolas,Beaudin,D,1999-10-07
8480817,K'Andre,Miller,D,2000-01-21
8480819,Jakub,Skarek,G,1999-11-10
8480820,Filip,Kral,D,1999-10-20
8480821,Filip,Zadina,R,1999-11-27
8480822,Martin,Kaut,R,1999-10-02
8480823,Alexander,Alexeyev,D,1999-11-15
8480825,Patrick,Giles,R,2000-01-03
8480828,Michael,Callahan,D,1999-09-23
8480829,Jesperi,Kotkaniemi,C,2000-07-06
8480830,Andrei,Svechnikov,R,2000-03-26
8480831,Alec,Regula,D,2000-08-06
8480833,Vitali,Kravtsov,R,1999-12-23
8480834,Ty,Emberson,D,2000-05-23
8480835,Jack,Drury,C,2000-02-03
8480836,Jonathan,Gruden,L,2000-05-04
8480839,Rasmus,Dahlin,D,2000-04-13
8480840,Oskar,Bäck,C,2000-03-12
8480842,Filip,Hallander,C,2000-06-29
8480843,Lukas,Dostal,G,2000-06-22
8480844,Grigori,Denisenko,L,2000-06-24
8480845,Rasmus,Kupari,C,2000-03-15
8480846,Sampo,Ranta,L,2000-05-31
8480847,Ryan,Merkley,D,2000-08-14
8480848,Ty,Dellandrea,C,2000-07-21
8480849,Barrett,Hayton,C,2000-06-09
8480851,Akil,Thomas,C,2000-01-02
8480853,Liam,Foudy,C,2000-02-04
8480855,Jack,McBain,C,2000-01-06
8480858,Cam,Hillis,C,2000-06-24
8480860,Kevin,Bahl,D,2000-06-27
8480863,Gabriel,Fortier,L,2000-02-06
8480865,Noah,Dobson,D,2000-01-07
8480867,Kevin,Mandolese,G,2000-08-22
8480870,Bo,Groulx,C,2000-02-06
8480871,Adam,Boqvist,D,2000-08-15
8480873,Rasmus,Sandin,D,2000-03-07
8480874,Adam,Ginning,D,2000-01-13
8480876,Curtis,Douglas,C,2000-03-06
8480878,Nils,Lundkvist,D,2000-07-27
8480879,Jacob,Bernard-Docker,D,2000-06-30
8480880,Jakub,Lauko,C,2000-03-28
8480883,Ty,Smith,D,2000-03-24
8480884,Calen,Addison,D,2000-04-11
8480885,Olivier,Rodrigue,G,2000-07-06
8480887,Jordan,Harris,D,2000-07-07
8480890,Jan,Jenik,C,2000-09-15
8480891,Michael,Kesselring,D,2000-01-13
8480893,Kirill,Marchenko,R,2000-07-21
8480901,Karson,Kuhlman,C,1995-09-26
8480913,Jordan,Gross,D,1995-05-09
8480925,Pavel,Francouz,G,1990-06-03
8480935,Lawrence,Pilut,D,1995-12-30
8480945,Juuso,Riikola,D,1993-11-09
8480947,Kevin,Lankinen,G,1995-04-28
8480950,Ilya,Lyubushkin,D,1994-04-06
8480977,Semyon,Der-Arguchintsev,C,2000-09-15
8480979,Nate,Smith,C,1998-10-19
8480980,Connor,Dewar,C,1999-06-26
8480981,Joel,Hofer,G,2000-07-30
8480988,Riley,Damiani,C,2000-03-20
8480990,Declan,Chisholm,D,2000-01-12
8480992,Magnus,Chrona,G,2000-08-28
8480994,Damien,Giroux,C,2000-03-03
8480995,Pontus,Holmberg,R,1999-03-09
8481003,Hunter,Drew,D,1998-10-21
8481004,Josiah,Slavin,L,1998-12-31
8481006,Tyler,Tucker,D,2000-03-01
8481013,Jonatan,Berggren,R,2000-07-16
8481014,Alexander,Romanov,D,2000-01-06
8481016,Ruslan,Iskhakov,C,2000-07-22
8481019,David,Gustafsson,C,2000-04-11
8481020,Justus,Annunen,G,2000-03-11
8481024,Linus,Karlsson,C,1999-11-16
8481028,Martin,Pospisil,C,1999-11-19
8481030,Jack,St. Ivany,D,1999-07-22
8481031,Ivan,Prosvetov,G,1999-03-05
8481032,Paul,Cotter,L,1999-11-16
8481033,Akira,Schmid,G,2000-05-12
8481035,Samuel,Ersson,G,1999-10-20
8481042,Nikolai,Kovalenko,R,1999-10-17
8481043,Cole,Koepke,L,1998-05-17
8481056,Spencer,Stastney,D,2000-01-04
8481058,Jesse,Ylonen,R,1999-10-03
8481059,Scott,Perunovich,D,1998-08-18
8481061,Jasper,Weatherby,C,1998-01-22
8481065,Angus,Crookshank,C,1999-10-02
8481068,Yegor,Sharangovich,C,1998-06-06
8481070,Hugh,McGing,L,1998-07-11
8481072,Tim,Berni,D,2000-02-11
8481077,John,Leonard,L,1998-08-07
8481093,Rafael,Harvey-Pinard,L,1999-01-06
8481102,Egor,Sokolov,L,2000-06-07
8481122,Simon,Benoit,D,1998-09-19
8481133,Cole,Reinhardt,L,2000-02-01
8481147,Reese,Johnson,C,1998-07-10
8481161,Jake,Christiansen,D,1999-09-12
8481167,Brayden,Pachal,D,1999-08-23
8481178,Egor,Zamula,D,2000-03-30
8481186,Logan,O'Connor,R,1996-08-14
8481206,John,Ludvig,D,2000-08-02
8481219,Jonathan,Aspirot,D,1999-05-16
8481237,Kyle,MacLean,C,1999-04-29
8481239,Samuel,Fagemo,L,2000-03-14
8481422,Jake,Lucchini,C,1995-05-09
8481433,Taro,Hirose,L,1996-06-30
8481441,Joe,Snively,C,1996-01-01
8481461,Corey,Schueneman,D,1995-09-02
8481462,Mason,Morelli,L,1996-02-01
8481477,Nico,Sturm,C,1995-05-03
8481481,Blake,Lizotte,C,1997-12-13
8481486,Jimmy,Schuldt,D,1995-05-11
8481489,Jon,Lizotte,D,1994-11-10
8481491,Noah,Philp,C,1998-08-31
8481517,Brett,Leason,R,1999-04-30
8481518,Nolan,Foote,L,2000-11-29
8481519,Spencer,Knight,G,2001-04-19
8481521,Ronnie,Attard,D,1999-03-20
8481522,Peyton,Krebs,C,2001-01-26
8481523,Kirby,Dach,C,2001-01-21
8481524,Bowen,Byram,D,2001-06-13
8481525,Matthew,Robertson,D,2001-03-09
8481527,Kaedan,Korczak,D,2001-01-29
8481528,Dylan,Cozens,C,2001-02-09
8481529,Trent,Miner,G,2001-02-05
8481530,Brayden,Tracey,L,2001-05-28
8481532,Alex,Turcotte,C,2001-02-26
8481533,Trevor,Zegras,C,2001-03-20
8481534,Raphael,Lavoie,C,2000-09-25
8481535,Nils,Hoglander,L,2000-12-20
8481536,Daniil,Misyul,D,2000-10-20
8481537,Nikita,Okhotiuk,D,2000-12-04
8481540,Cole,Caufield,R,2001-01-02
8481541,Samuel,Bolduc,D,2000-12-09
8481542,Moritz,Seider,D,2001-04-06
8481543,Nikita,Alexandrov,C,2000-09-16
8481544,Mads,Sogaard,G,2000-12-13
8481546,Cam,York,D,2001-01-05
8481547,Simon,Lundmark,D,2000-10-08
8481550,Adam,Beckman,L,2001-05-10
8481551,Colten,Ellis,G,2000-10-05
8481552,Artemi,Kniazev,D,2001-01-04
8481553,Bobby,Brink,R,2001-07-08
8481554,Kaapo,Kakko,R,2001-02-13
8481555,Mattias,Norlinder,D,2000-04-12
8481556,John,Beecher,C,2001-04-05
8481557,Matt,Boldy,L,2001-04-05
8481558,John,Farinacci,C,2001-02-14
8481559,Jack,Hughes,C,2001-05-14
8481560,Arthur,Kaliyev,R,2001-06-26
8481562,Domenick,Fensore,D,2001-09-07
8481563,Drew,Helleson,D,2001-03-26
8481564,Ryan,Johnson,D,2001-07-24
8481567,Henry,Thrun,D,2001-03-12
8481568,Alex,Vlasic,D,2001-06-05
8481569,Marshall,Warren,D,2001-04-20
8481572,Ville,Heinola,D,2001-03-02
8481575,Lassi,Thomson,D,2000-09-24
8481576,Ryan,Suzuki,C,2001-05-28
8481577,Philip,Tomasino,R,2001-07-28
8481578,Graeme,Clarke,R,2001-04-24
8481580,Connor,McMichael,L,2001-01-15
8481581,Thomas,Harley,D,2001-08-19
8481582,Nicholas,Robertson,L,2001-09-11
8481585,Egor,Afanasyev,L,2001-01-23
8481591,Samuel,Poulin,R,2001-02-25
8481592,Jakob,Pelletier,L,2001-03-07
8481593,Jayden,Struble,D,2001-09-08
8481594,Nathan,Légaré,R,2001-01-11
8481596,Shane,Pinto,C,2000-11-12
8481597,Hugo,Alnefelt,G,2001-06-04
8481598,Philip,Broberg,D,2001-06-25
8481599,Victor,Soderstrom,D,2001-02-26
8481600,Tobias,Bjornfot,D,2001-04-06
8481601,Simon,Holmstrom,R,2001-05-24
8481604,Pavel,Dorofeyev,R,2000-10-26
8481605,Jackson,LaCombe,D,2001-01-09
8481606,Jordan,Spence,D,2001-02-24
8481607,Albert,Johansson,D,2001-01-04
8481609,Vladislav,Kolyachonok,D,2001-05-26
8481611,Pyotr,Kochetkov,G,1999-06-25
8481617,Vasily,Podkolzin,R,2001-06-24
8481618,Alex,Newhook,C,2001-01-28
8481624,Ilya,Mikheyev,R,1994-10-10
8481626,Arttu,Ruotsalainen,C,1997-10-29
8481641,Joel,Kiviranta,L,1996-03-23
8481649,Joona,Luoto,L,1997-09-26
8481655,Cole,Schwindt,C,2001-04-25
8481656,Aliaksei,Protas,L,2001-01-06
8481657,Viktor,Lodin,C,1999-06-02
8481668,Arturs,Silovs,G,2001-03-22
8481679,Max,Guenette,D,2001-04-28
8481683,Aidan,McDonough,L,1999-11-06
8481690,Tyler,Angle,C,2000-09-30
8481692,Dustin,Wolf,G,2001-04-16
8481699,Aku,Raty,R,2001-07-05
8481701,Santeri,Hatakka,D,2001-01-15
8481703,Valtteri,Puustinen,R,1999-06-04
8481704,Juuso,Parssinen,C,2001-02-01
8481707,Erik,Portillo,G,2000-09-03
8481708,Zac,Jones,D,2000-10-18
8481711,Matias,Maccelli,L,2000-10-14
